project_location_id,place_name,latitude,longitude,project_title,start_actual_isodate,end_actual_isodate,recipients,ad_sector_names,commitments,disbursements
P065436_233508,Entebbe,0.06444,32.44694,SECOND PHASE OF THE ROAD DEVELOPMENT PROGRAM,7/3/01,6/30/08,Uganda,"Government and civil society, general|Transport and storage",3504963.257,3525889.368
P090867_233508,Entebbe,0.06444,32.44694,Local Government Management and Services Delivery Project,12/18/07,12/31/12,Uganda,"Other social infrastructure and services|Government and civil society, general",2551857.036,1832717.019
P100406_233508,Entebbe,0.06444,32.44694,AFCC2/RI-Lake Victoria Environmental Management Project Phase II,3/3/09,12/31/17,Eastern Africa,Water supply and sanitation|Forestry,3881117.741,903369.5662
P111366_233508,Entebbe,0.06444,32.44694,Environmental Management and Capacity Building II Additional Finance,9/4/08,,Uganda,Water supply and sanitation|Forestry|Energy generation and supply,1043985.805,
P115563_233508,Entebbe,0.06444,32.44694,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P105649_233508,Entebbe,0.06444,32.44694,Second Agricultural Research and Technology Additional Financing,8/2/07,,Uganda,"Agriculture|Government and civil society, general",3201420.645,
P049543_233421,Gayaza,0.44861,32.61139,Road Sector Institutional Support Technical Assistance Project,9/9/97,12/31/07,Uganda,"Transport and storage|Government and civil society, general",1087012.459,1080437.499
P119737_231767,Kawanda,0.3775,32.53639,Electricity Sector Development Project,6/30/11,2/28/17,Uganda,Energy generation and supply,10909090.91,
P105649_228120,Namulonge,0.52972,32.6025,Second Agricultural Research and Technology Additional Financing,8/2/07,,Uganda,"Agriculture|Government and civil society, general",3201420.645,
P069996_235186,Amuria,2.00361,33.65111,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P069840_8658304,Wera,1.82898,33.79521,Uganda Third Power Supplemental,1/20/00,,Uganda,Energy generation and supply,878403.8292,
P115563_234658,Budaka,1.00389,33.92556,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P115563_234565,Bugiri,0.57139,33.74167,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P115563_228055,Nankoma,0.44833,33.67861,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P115563_234328,Bukwa,1.25917,34.75389,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P109224_234567,Buginyanya,1.21333,34.39306,Agricultural Technology and Agribusiness Advisory Services,6/22/10,6/30/16,Uganda,Industry|Agriculture,2785411.593,181757.3345
P079734_234077,Busia,0.46588,34.09221,AFCC2/RI-East Africa Trade and Transport Facilitation Project,1/24/06,9/30/15,Eastern Africa,"Government and civil society, general|Transport and storage",9106021.488,4592474.228
P123204_234077,Busia,0.46588,34.09221,Water Management and Development Project,6/26/12,12/31/18,Uganda,Forestry|Water supply and sanitation|Agriculture,6024950.079,
P121354_234077,Busia,0.46588,34.09221,East Africa Trade and Transport Facilitation Program (EATTFP) - Additional Financing,6/23/11,,Africa,Transport and storage,2000000,
P123204_234043,Busolwe,0.84111,33.92028,Water Management and Development Project,6/26/12,12/31/18,Uganda,Forestry|Water supply and sanitation|Agriculture,6024950.079,
P123204_234004,Butaleja,0.91194,33.95111,Water Management and Development Project,6/26/12,12/31/18,Uganda,Forestry|Water supply and sanitation|Agriculture,6024950.079,
P115563_234532,Bugongo,0.85,33.4,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P115563_233275,Iganga,0.60917,33.46861,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P115563_234640,Budondo,0.51556,33.165,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P115563_233886,Buwenge,0.64222,33.17444,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P065436_233114,Jinja,0.43902,33.20317,SECOND PHASE OF THE ROAD DEVELOPMENT PROGRAM,7/3/01,6/30/08,Uganda,"Government and civil society, general|Transport and storage",3504963.257,3525889.368
P090867_233114,Jinja,0.43902,33.20317,Local Government Management and Services Delivery Project,12/18/07,12/31/12,Uganda,"Other social infrastructure and services|Government and civil society, general",2551857.036,1832717.019
P100406_233114,Jinja,0.43902,33.20317,AFCC2/RI-Lake Victoria Environmental Management Project Phase II,3/3/09,12/31/17,Eastern Africa,Water supply and sanitation|Forestry,3881117.741,903369.5662
P130471_233114,Jinja,0.43902,33.20317,Competitiveness and Enterprise Development Project (CEDP),5/9/13,3/31/19,Uganda,"Industry|Banking and financial services|Government and civil society, general",8607615.341,
P046836_233114,Jinja,0.43902,33.20317,UG: Lake Victoria Env. Proj. (IDA),7/30/96,12/31/05,Uganda,"Water supply and sanitation|Agriculture, forestry, fishing|Agriculture|Government and civil society, general",4127059.572,5563025.189
P002941_233114,Jinja,0.43902,33.20317,Institutional Capacity Building for Protected Areas Management and Sustainable Use Project,7/9/98,12/31/02,Uganda,"Other social infrastructure and services|Trade policy and regulations|Government and civil society, general|Secondary education",2054791.152,1992977.236
P069996_383377,Kakira,0.48306,33.27139,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P046836_232661,Kakira,0.50833,33.28778,UG: Lake Victoria Env. Proj. (IDA),7/30/96,12/31/05,Uganda,"Water supply and sanitation|Agriculture, forestry, fishing|Agriculture|Government and civil society, general",4127059.572,5563025.189
P115563_231464,Kiganda,1.06667,33.58333,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P069996_231947,Katakwi,1.89111,33.96611,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P123204_232881,Kadama,1.0175,33.8625,Water Management and Development Project,6/26/12,12/31/18,Uganda,Forestry|Water supply and sanitation|Agriculture,6024950.079,
P115563_231532,Kibuku,1.04333,33.7975,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P002984_8604719,Kiira Hydreoelectric Power Station,0.45,33.18556,Power Project (04),7/3/01,3/31/08,Uganda,"Government and civil society, general|Energy generation and supply",38732777.47,39434557.46
P123204_230584,Kumi,1.46083,33.93611,Water Management and Development Project,6/26/12,12/31/18,Uganda,Forestry|Water supply and sanitation|Agriculture,6024950.079,
P123204_227319,Nyero,1.48333,33.85,Water Management and Development Project,6/26/12,12/31/18,Uganda,Forestry|Water supply and sanitation|Agriculture,6024950.079,
P115563_230762,Kiyunga,0.76139,33.32361,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P057007_7911406,Manafwa,0.97842,34.3743,El Nino Emergency Road Repair Project,5/7/98,1/31/04,Uganda,Transport and storage,1742311.391,421707.1345
P133590_225923,Wandegeya,0.35,33.55,Second Kampala Institutional and Infrastructure Development Project,3/20/14,12/31/19,Uganda,"Government and civil society, general|Transport and storage|General environmental protection",12500000,
P059223_225923,Wandegeya,0.35,33.55,Nakivubo Channel Rehabilitation Project,5/6/99,6/30/04,Uganda,"Government and civil society, general|General environmental protection|Transport and storage",1124594.468,1140804.116
P125590_229278,Mbale,1.08209,34.17503,UGANDA North Eastern Road-corridor Asset Management Project (NERAMP),4/30/14,10/31/24,Uganda,Transport and storage,17414285.71,
P057007_229278,Mbale,1.08209,34.17503,El Nino Emergency Road Repair Project,5/7/98,1/31/04,Uganda,Transport and storage,1742311.391,421707.1345
P074078_9072544,Islamic University in Uganda,1.09306,34.17694,Decentralized Service Delivery: A Makerere University Training Pilot Project,3/26/02,12/31/06,Uganda,Post-secondary education|Basic education,768460.3983,795715.2296
P123204_227843,Ngora,1.43139,33.77722,Water Management and Development Project,6/26/12,12/31/18,Uganda,Forestry|Water supply and sanitation|Agriculture,6024950.079,
P115563_226823,Pallisa,1.145,33.70944,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P123204_226823,Pallisa,1.145,33.70944,Water Management and Development Project,6/26/12,12/31/18,Uganda,Forestry|Water supply and sanitation|Agriculture,6024950.079,
P057007_228701,Mutufu,1.21667,34.3,El Nino Emergency Road Repair Project,5/7/98,1/31/04,Uganda,Transport and storage,1742311.391,421707.1345
P069840_226234,Soroti,1.71464,33.61113,Uganda Third Power Supplemental,1/20/00,,Uganda,Energy generation and supply,878403.8292,
P069996_226234,Soroti,1.71464,33.61113,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P125590_226234,Soroti,1.71464,33.61113,UGANDA North Eastern Road-corridor Asset Management Project (NERAMP),4/30/14,10/31/24,Uganda,Transport and storage,17414285.71,
P057007_226234,Soroti,1.71464,33.61113,El Nino Emergency Road Repair Project,5/7/98,1/31/04,Uganda,Transport and storage,1742311.391,421707.1345
P049543_226234,Soroti,1.71464,33.61113,Road Sector Institutional Support Technical Assistance Project,9/9/97,12/31/07,Uganda,"Transport and storage|Government and civil society, general",1087012.459,1080437.499
P074079_226234,Soroti,1.71464,33.61113,THIRD PHASE OF THE ROAD DEVELOPMENT PROGRAM,9/2/04,10/31/11,Uganda,Transport and storage,14002767.93,14766057.86
P092837_226234,Soroti,1.71464,33.61113,UGANDA TRANSPORT SECTOR DEVELOPMENT PROJECT,12/10/09,1/31/16,Uganda,Transport and storage,17876663.54,3003812.468
P057007_235092,Apokor,0.70917,34.24556,El Nino Emergency Road Repair Project,5/7/98,1/31/04,Uganda,Transport and storage,1742311.391,421707.1345
P123204_234659,Budaka,0.75,33.91667,Water Management and Development Project,6/26/12,12/31/18,Uganda,Forestry|Water supply and sanitation|Agriculture,6024950.079,
P125590_226110,Tororo,0.69299,34.18085,UGANDA North Eastern Road-corridor Asset Management Project (NERAMP),4/30/14,10/31/24,Uganda,Transport and storage,17414285.71,
P092837_226110,Tororo,0.69299,34.18085,UGANDA TRANSPORT SECTOR DEVELOPMENT PROJECT,12/10/09,1/31/16,Uganda,Transport and storage,17876663.54,3003812.468
P115563_228640,Mwera,0.66667,32.45,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P115563_234990,Atiak,3.26075,32.12273,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P057007_234990,Atiak,3.26075,32.12273,El Nino Emergency Road Repair Project,5/7/98,1/31/04,Uganda,Transport and storage,1742311.391,421707.1345
P074079_234990,Atiak,3.26075,32.12273,THIRD PHASE OF THE ROAD DEVELOPMENT PROGRAM,9/2/04,10/31/11,Uganda,Transport and storage,14002767.93,14766057.86
P092837_234990,Atiak,3.26075,32.12273,UGANDA TRANSPORT SECTOR DEVELOPMENT PROJECT,12/10/09,1/31/16,Uganda,Transport and storage,17876663.54,3003812.468
P115563_235470,Aduku,1.9975,32.71694,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P069996_235343,Akokoro,1.70022,32.3963,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P069840_235130,Apac,1.97556,32.53861,Uganda Third Power Supplemental,1/20/00,,Uganda,Energy generation and supply,878403.8292,
P115563_235130,Apac,1.97556,32.53861,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P109224_235579,Abi,3.07649,30.94575,Agricultural Technology and Agribusiness Advisory Services,6/22/10,6/30/16,Uganda,Industry|Agriculture,2785411.593,181757.3345
P002970_235039,Arua,3.02013,30.91105,Road Development Project,6/29/99,6/30/08,Uganda,"Government and civil society, general|Transport and storage",7422449,7590650.594
P049543_235039,Arua,3.02013,30.91105,Road Sector Institutional Support Technical Assistance Project,9/9/97,12/31/07,Uganda,"Transport and storage|Government and civil society, general",1087012.459,1080437.499
P092837_235039,Arua,3.02013,30.91105,UGANDA TRANSPORT SECTOR DEVELOPMENT PROJECT,12/10/09,1/31/16,Uganda,Transport and storage,17876663.54,3003812.468
P065436_226835,Pakwach,2.46335,31.49832,SECOND PHASE OF THE ROAD DEVELOPMENT PROGRAM,7/3/01,6/30/08,Uganda,"Government and civil society, general|Transport and storage",3504963.257,3525889.368
P115563_226835,Pakwach,2.46335,31.49832,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P049543_226835,Pakwach,2.46335,31.49832,Road Sector Institutional Support Technical Assistance Project,9/9/97,12/31/07,Uganda,"Transport and storage|Government and civil society, general",1087012.459,1080437.499
P092837_226030,Vurra,2.90906,30.88248,UGANDA TRANSPORT SECTOR DEVELOPMENT PROJECT,12/10/09,1/31/16,Uganda,Transport and storage,17876663.54,3003812.468
P049543_233563,Dokolo,1.89833,33.1775,Road Sector Institutional Support Technical Assistance Project,9/9/97,12/31/07,Uganda,"Transport and storage|Government and civil society, general",1087012.459,1080437.499
P069996_234723,Bobi,2.55573,32.35736,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P069996_233346,Gulu,2.77457,32.29899,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P133005_233346,Gulu,2.77457,32.29899,Uganda Energy for Rural Transformation IPF Phase2 Additional Financing,5/22/13,,Uganda,Energy generation and supply,1032913.841,
P092837_233346,Gulu,2.77457,32.29899,UGANDA TRANSPORT SECTOR DEVELOPMENT PROJECT,12/10/09,1/31/16,Uganda,Transport and storage,17876663.54,3003812.468
P069996_226855,Paicho,2.89583,32.45124,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P069996_448343,Palaro,3.11194,32.36427,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P069996_226786,Patiko,3.01379,32.32337,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P069840_233642,Chua County,3.33333,33.33333,Uganda Third Power Supplemental,1/20/00,,Uganda,Energy generation and supply,878403.8292,
P069840_230893,Kitgum,3.27833,32.88667,Uganda Third Power Supplemental,1/20/00,,Uganda,Energy generation and supply,878403.8292,
P115563_230893,Kitgum,3.27833,32.88667,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P123204_230725,Koboko,3.41364,30.95994,Water Management and Development Project,6/26/12,12/31/18,Uganda,Forestry|Water supply and sanitation|Agriculture,6024950.079,
P092837_226962,Oraba,3.53415,30.88935,UGANDA TRANSPORT SECTOR DEVELOPMENT PROJECT,12/10/09,1/31/16,Uganda,Transport and storage,17876663.54,3003812.468
P115563_235567,Aboke,2.33528,32.68861,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P069996_234921,Ayer,2.26028,32.69583,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P069840_230617,Kotido,2.98056,34.13306,Uganda Third Power Supplemental,1/20/00,,Uganda,Energy generation and supply,878403.8292,
P115563_226865,Padibe,3.46933,32.83525,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P069840_230166,Lira,2.2499,32.89985,Uganda Third Power Supplemental,1/20/00,,Uganda,Energy generation and supply,878403.8292,
P090867_230166,Lira,2.2499,32.89985,Local Government Management and Services Delivery Project,12/18/07,12/31/12,Uganda,"Other social infrastructure and services|Government and civil society, general",2551857.036,1832717.019
P049543_230166,Lira,2.2499,32.89985,Road Sector Institutional Support Technical Assistance Project,9/9/97,12/31/07,Uganda,"Transport and storage|Government and civil society, general",1087012.459,1080437.499
P074079_230166,Lira,2.2499,32.89985,THIRD PHASE OF THE ROAD DEVELOPMENT PROGRAM,9/2/04,10/31/11,Uganda,Transport and storage,14002767.93,14766057.86
P092837_230166,Lira,2.2499,32.89985,UGANDA TRANSPORT SECTOR DEVELOPMENT PROJECT,12/10/09,1/31/16,Uganda,Transport and storage,17876663.54,3003812.468
P115563_229112,Moroto,2.53453,34.66659,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P115563_229059,Moyo,3.66088,31.72474,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P057007_229059,Moyo,3.66088,31.72474,El Nino Emergency Road Repair Project,5/7/98,1/31/04,Uganda,Transport and storage,1742311.391,421707.1345
P074079_229059,Moyo,3.66088,31.72474,THIRD PHASE OF THE ROAD DEVELOPMENT PROGRAM,9/2/04,10/31/11,Uganda,Transport and storage,14002767.93,14766057.86
P115563_227290,Obongi,3.24182,31.55193,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P115563_227904,Nebbi,2.47826,31.08893,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P002970_227904,Nebbi,2.47826,31.08894,Road Development Project,6/29/99,6/30/08,Uganda,"Government and civil society, general|Transport and storage",7422449,7590650.594
P049543_227904,Nebbi,2.47826,31.08894,Road Sector Institutional Support Technical Assistance Project,9/9/97,12/31/07,Uganda,"Transport and storage|Government and civil society, general",1087012.459,1080437.499
P115563_235178,Anaka,2.60114,31.94749,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P065436_8200505,Olwiyo,2.53699,31.88516,SECOND PHASE OF THE ROAD DEVELOPMENT PROGRAM,7/3/01,6/30/08,Uganda,"Government and civil society, general|Transport and storage",3504963.257,3525889.368
P002970_8200505,Olwiyo,2.53699,31.88516,Road Development Project,6/29/99,6/30/08,Uganda,"Government and civil society, general|Transport and storage",7422449,7590650.594
P049543_8200505,Olwiyo,2.53699,31.88516,Road Sector Institutional Support Technical Assistance Project,9/9/97,12/31/07,Uganda,"Transport and storage|Government and civil society, general",1087012.459,1080437.499
P069840_232444,Kamdini,2.2471,32.33762,Uganda Third Power Supplemental,1/20/00,,Uganda,Energy generation and supply,878403.8292,
P069996_232444,Kamdini,2.2471,32.33762,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P092837_232444,Kamdini,2.2471,32.33762,UGANDA TRANSPORT SECTOR DEVELOPMENT PROJECT,12/10/09,1/31/16,Uganda,Transport and storage,17876663.54,3003812.468
P069996_229190,Minakulu,2.44324,32.38181,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P133005_10346831,Acokara,2.56008,32.61952,Uganda Energy for Rural Transformation IPF Phase2 Additional Financing,5/22/13,,Uganda,Energy generation and supply,1032913.841,
P069996_235528,Acholibur,3.14201,32.91363,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P133005_235528,Acholibur,3.14201,32.91363,Uganda Energy for Rural Transformation IPF Phase2 Additional Financing,5/22/13,,Uganda,Energy generation and supply,1032913.841,
P115563_234967,Atyak,2.5787,30.93309,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P069996_8657635,Nyapea,2.48071,30.94716,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P069996_226853,Paidha,2.41669,30.98551,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P069840_226894,Owen Falls Dam,0.45,33.18333,Uganda Third Power Supplemental,1/20/00,,Uganda,Energy generation and supply,878403.8292,
P145101_234747,Biso,1.76019,31.41874,Uganda: Albertine Region Sustainable Development Project,3/26/14,7/31/19,Uganda,"Government and civil society, general|Transport and storage|Mineral resources and mining|Secondary education",7250000,
P145101_8657676,Buliisa Town Council,2.09782,31.35386,Uganda: Albertine Region Sustainable Development Project,3/26/14,7/31/19,Uganda,"Government and civil society, general|Transport and storage|Mineral resources and mining|Secondary education",7250000,
P115563_234259,Bulisa,2.11781,31.41163,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P069996_225968,Waki,1.80034,31.32177,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P145101_225907,Wanseko,2.17753,31.3821,Uganda: Albertine Region Sustainable Development Project,3/26/14,7/31/19,Uganda,"Government and civil society, general|Transport and storage|Mineral resources and mining|Secondary education",7250000,
P069996_233157,Itojo,0.84351,30.22459,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P069840_234081,Bushenyi,-0.53695,30.18579,Uganda Third Power Supplemental,1/20/00,,Uganda,Energy generation and supply,878403.8292,
P065436_231798,Katunguru,-0.14797,30.06529,SECOND PHASE OF THE ROAD DEVELOPMENT PROGRAM,7/3/01,6/30/08,Uganda,"Government and civil society, general|Transport and storage",3504963.257,3525889.368
P002970_231798,Katunguru,-0.14797,30.06529,Road Development Project,6/29/99,6/30/08,Uganda,"Government and civil society, general|Transport and storage",7422449,7590650.594
P049543_231798,Katunguru,-0.14797,30.06529,Road Sector Institutional Support Technical Assistance Project,9/9/97,12/31/07,Uganda,"Transport and storage|Government and civil society, general",1087012.459,1080437.499
P069996_8581634,Buseruka,1.5473,31.13094,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P109224_234263,Bulindi,1.47639,31.44056,Agricultural Technology and Agribusiness Advisory Services,6/22/10,6/30/16,Uganda,Industry|Agriculture,2785411.593,181757.3345
P145101_233977,Butema,1.3375,31.42444,Uganda: Albertine Region Sustainable Development Project,3/26/14,7/31/19,Uganda,"Government and civil society, general|Transport and storage|Mineral resources and mining|Secondary education",7250000,
P069840_233312,Hoima,1.43314,31.35241,Uganda Third Power Supplemental,1/20/00,,Uganda,Energy generation and supply,878403.8292,
P145101_233312,Hoima,1.43314,31.35241,Uganda: Albertine Region Sustainable Development Project,3/26/14,7/31/19,Uganda,"Government and civil society, general|Transport and storage|Mineral resources and mining|Secondary education",7250000,
P002970_233312,Hoima,1.43314,31.35241,Road Development Project,6/29/99,6/30/08,Uganda,"Government and civil society, general|Transport and storage",7422449,7590650.594
P049543_233312,Hoima,1.43314,31.35241,Road Sector Institutional Support Technical Assistance Project,9/9/97,12/31/07,Uganda,"Transport and storage|Government and civil society, general",1087012.459,1080437.499
P145101_232913,Kabwoya,1.25861,31.07556,Uganda: Albertine Region Sustainable Development Project,3/26/14,7/31/19,Uganda,"Government and civil society, general|Transport and storage|Mineral resources and mining|Secondary education",7250000,
P145101_231426,Kigorobya,1.6162,31.3089,Uganda: Albertine Region Sustainable Development Project,3/26/14,7/31/19,Uganda,"Government and civil society, general|Transport and storage|Mineral resources and mining|Secondary education",7250000,
P145101_230735,Kiziranfumbi,1.34056,31.19972,Uganda: Albertine Region Sustainable Development Project,3/26/14,7/31/19,Uganda,"Government and civil society, general|Transport and storage|Mineral resources and mining|Secondary education",7250000,
P080413_230407,Kyangwali,1.23944,30.82139,Great Lakes Initiative on HIV/AIDS (GLIA) Support,3/15/05,12/31/10,Africa,"Other social infrastructure and services|Government and civil society, general",427768.3418,435652.133
P145101_230407,Kyangwali,1.23944,30.82139,Uganda: Albertine Region Sustainable Development Project,3/26/14,7/31/19,Uganda,"Government and civil society, general|Transport and storage|Mineral resources and mining|Secondary education",7250000,
P115563_230831,Kitwe,-0.13333,30.5,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P115563_233654,Chitwe,-1.04167,30.49472,Uganda Health Systems Strengthening Project,5/25/10,6/30/17,Uganda,"Post-secondary education|Health, general|Health|Other social infrastructure and services",2414023.38,181276.9182
P069996_8658676,Kabuyanda,-0.90259,30.62057,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P069996_231334,Kikagati,-1.10361,30.68806,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P069996_226626,Ruhira,-0.97028,30.86444,Energy for Rural Transformation Project,12/13/01,2/28/09,Uganda,"Agriculture, forestry, fishing|Communications|Energy generation and supply|Other social infrastructure and services",748904.8044,730811.269
P069840_233070,Kabale,-1.24857,29.98993,Uganda Third Power Supplemental,1/20/00,,Uganda,Energy generation and supply,878403.8292,
P109224_232884,Kachwekano,-1.25,29.95,Agricultural Technology and Agribusiness Advisory Services,6/22/10,6/30/16,Uganda,Industry|Agriculture,2785411.593,181757.3345
P105649_232884,Kachwekano,-1.25,29.95,Second Agricultural Research and Technology Additional Financing,8/2/07,,Uganda,"Agriculture|Government and civil society, general",3201420.645,
